,index,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Week,Day
16976,16975,12/1/2007,18:55:00,2.324,0.23,236.03,9.8,0,1,17,Week2,Day5
16977,16976,12/1/2007,18:56:00,2.344,0.238,237.28,9.8,0,2,17,Week2,Day5
16978,16977,12/1/2007,18:57:00,2.334,0.236,236.85,9.8,0,1,17,Week2,Day5
16979,16978,12/1/2007,18:58:00,2.342,0.238,237.36,9.8,0,1,18,Week2,Day5
16980,16979,12/1/2007,18:59:00,2.344,0.24,237.54,9.8,0,1,17,Week2,Day5
16981,16980,12/1/2007,19:00:00,2.354,0.244,238.27,9.8,0,1,17,Week2,Day5
16982,16981,12/1/2007,19:01:00,2.314,0.23,237.64,9.8,0,2,18,Week2,Day5
16983,16982,12/1/2007,19:02:00,2.014,0.13,238.32,8.4,0,0,17,Week2,Day5
16984,16983,12/1/2007,19:03:00,2.05,0.132,238.87,8.6,0,0,18,Week2,Day5
16985,16984,12/1/2007,19:04:00,2.09,0.128,238.46,8.8,0,0,17,Week2,Day5
16986,16985,12/1/2007,19:05:00,2.064,0.128,238.51,8.6,0,0,17,Week2,Day5
16987,16986,12/1/2007,19:06:00,2.182,0.126,238.22,9,0,0,18,Week2,Day5
16988,16987,12/1/2007,19:07:00,2.262,0.084,239.42,9.4,0,0,17,Week2,Day5
16989,16988,12/1/2007,19:08:00,2.11,0,238.63,8.8,0,0,18,Week2,Day5
16990,16989,12/1/2007,19:09:00,2.058,0,238.19,8.6,0,0,17,Week2,Day5
16991,16990,12/1/2007,19:10:00,2.094,0,238.13,8.8,0,0,18,Week2,Day5
16992,16991,12/1/2007,19:11:00,2.404,0,238.06,10,0,0,17,Week2,Day5
16993,16992,12/1/2007,19:12:00,2.542,0,238.85,10.6,0,0,17,Week2,Day5
16994,16993,12/1/2007,19:13:00,2.542,0,238.86,10.6,0,0,18,Week2,Day5
16995,16994,12/1/2007,19:14:00,2.54,0,238.78,10.6,0,0,17,Week2,Day5
16996,16995,12/1/2007,19:15:00,2.45,0,238.82,10.2,0,0,18,Week2,Day5
16997,16996,12/1/2007,19:16:00,2.21,0,238.49,9.2,0,0,17,Week2,Day5
16998,16997,12/1/2007,19:17:00,2.192,0,237.28,9.2,0,0,17,Week2,Day5
16999,16998,12/1/2007,19:18:00,2.188,0,237.1,9.2,0,0,18,Week2,Day5
17000,16999,12/1/2007,19:19:00,2.19,0,237.2,9.2,0,0,17,Week2,Day5
17001,17000,12/1/2007,19:20:00,2.196,0,237.52,9.2,0,0,17,Week2,Day5
17002,17001,12/1/2007,19:21:00,2.188,0,237.05,9.2,0,0,17,Week2,Day5
17003,17002,12/1/2007,19:22:00,2.266,0.088,236.39,9.6,0,0,18,Week2,Day5
17004,17003,12/1/2007,19:23:00,2.236,0.086,235.53,9.4,0,0,16,Week2,Day5
17005,17004,12/1/2007,19:24:00,2.238,0.086,235.64,9.4,0,0,18,Week2,Day5
17006,17005,12/1/2007,19:25:00,2.246,0.088,236.17,9.4,0,0,17,Week2,Day5
17007,17006,12/1/2007,19:26:00,2.23,0.084,235.16,9.4,0,0,17,Week2,Day5
17008,17007,12/1/2007,19:27:00,2.222,0.084,234.84,9.4,0,0,16,Week2,Day5
17009,17008,12/1/2007,19:28:00,2.036,0.094,237.23,8.6,0,0,18,Week2,Day5
17010,17009,12/1/2007,19:29:00,1.988,0.098,237.95,8.2,0,0,17,Week2,Day5
17011,17010,12/1/2007,19:30:00,1.984,0.098,237.78,8.2,0,0,17,Week2,Day5
17012,17011,12/1/2007,19:31:00,1.984,0.098,237.86,8.2,0,0,18,Week2,Day5
17013,17012,12/1/2007,19:32:00,2.086,0.204,238.02,8.8,0,0,17,Week2,Day5
17014,17013,12/1/2007,19:33:00,2.022,0.14,237.01,8.4,0,0,17,Week2,Day5
17015,17014,12/1/2007,19:34:00,2.004,0.122,236.8,8.4,0,0,17,Week2,Day5
17016,17015,12/1/2007,19:35:00,1.994,0.12,236.34,8.4,0,0,18,Week2,Day5
17017,17016,12/1/2007,19:36:00,1.998,0.122,236.7,8.4,0,0,17,Week2,Day5
17018,17017,12/1/2007,19:37:00,2.002,0.124,237.07,8.4,0,0,17,Week2,Day5
17019,17018,12/1/2007,19:38:00,2.008,0.124,237.52,8.4,0,0,17,Week2,Day5
17020,17019,12/1/2007,19:39:00,2.028,0.122,237.12,8.4,0,0,17,Week2,Day5
17021,17020,12/1/2007,19:40:00,2.11,0.138,237.4,8.8,0,0,18,Week2,Day5
17022,17021,12/1/2007,19:41:00,2.456,0.194,237.03,10.4,0,0,17,Week2,Day5
17023,17022,12/1/2007,19:42:00,2.456,0.194,237.17,10.4,0,0,17,Week2,Day5
17024,17023,12/1/2007,19:43:00,2.6,0.194,237.29,11,0,0,17,Week2,Day5
17025,17024,12/1/2007,19:44:00,2.48,0.188,237.81,10.4,0,0,18,Week2,Day5
17026,17025,12/1/2007,19:45:00,2.05,0.126,237.86,8.6,0,0,17,Week2,Day5
17027,17026,12/1/2007,19:46:00,2.4,0.116,236.67,10.2,0,0,17,Week2,Day5
17028,17027,12/1/2007,19:47:00,2.604,0.106,235.04,11,0,0,17,Week2,Day5
17029,17028,12/1/2007,19:48:00,2.394,0,236.51,10,0,0,17,Week2,Day5
17030,17029,12/1/2007,19:49:00,2.304,0,237.62,9.6,0,0,18,Week2,Day5
17031,17030,12/1/2007,19:50:00,2.22,0,236.9,9.2,0,0,17,Week2,Day5
17032,17031,12/1/2007,19:51:00,2.222,0,236.72,9.4,0,0,17,Week2,Day5
17033,17032,12/1/2007,19:52:00,2.362,0.112,236.79,10,0,0,17,Week2,Day5
17034,17033,12/1/2007,19:53:00,2.438,0.18,235.95,10.2,0,0,17,Week2,Day5
17035,17034,12/1/2007,19:54:00,2.434,0.174,235.84,10.2,0,0,17,Week2,Day5
17036,17035,12/1/2007,19:55:00,2.426,0.168,235.58,10.2,0,0,17,Week2,Day5
17037,17036,12/1/2007,19:56:00,2.498,0.17,236.76,10.4,0,0,17,Week2,Day5
17038,17037,12/1/2007,19:57:00,2.466,0.164,236.81,10.4,0,0,18,Week2,Day5
17039,17038,12/1/2007,19:58:00,2.216,0.164,236.98,9.4,0,0,17,Week2,Day5
17040,17039,12/1/2007,19:59:00,2.152,0.168,238.17,9,0,0,17,Week2,Day5
17041,17040,12/1/2007,20:00:00,2.21,0.162,237.12,9.2,0,0,17,Week2,Day5
17042,17041,12/1/2007,20:01:00,2.182,0.158,236.09,9.2,0,0,17,Week2,Day5
17043,17042,12/1/2007,20:02:00,2.202,0.158,236.86,9.2,0,0,18,Week2,Day5
17044,17043,12/1/2007,20:03:00,2.178,0.154,236.08,9.2,0,0,17,Week2,Day5
17045,17044,12/1/2007,20:04:00,2.176,0.15,235.33,9.2,0,0,17,Week2,Day5
17046,17045,12/1/2007,20:05:00,2.266,0.246,234.8,9.6,0,0,17,Week2,Day5
17047,17046,12/1/2007,20:06:00,2.336,0.37,234.74,10,0,0,17,Week2,Day5
17048,17047,12/1/2007,20:07:00,2.338,0.368,234.53,10,0,0,16,Week2,Day5
17049,17048,12/1/2007,20:08:00,2.336,0.368,234.89,10,0,0,17,Week2,Day5
17050,17049,12/1/2007,20:09:00,2.334,0.37,235.21,10,0,0,17,Week2,Day5
17051,17050,12/1/2007,20:10:00,2.338,0.37,235.47,10,0,0,17,Week2,Day5
17052,17051,12/1/2007,20:11:00,2.36,0.376,236.75,10,0,0,17,Week2,Day5
17053,17052,12/1/2007,20:12:00,2.354,0.376,236.77,10,0,0,18,Week2,Day5
17054,17053,12/1/2007,20:13:00,2.388,0.384,238.28,10,0,0,17,Week2,Day5
17055,17054,12/1/2007,20:14:00,2.386,0.386,238.5,10,0,0,17,Week2,Day5
17056,17055,12/1/2007,20:15:00,2.392,0.386,239.33,10,0,0,18,Week2,Day5
17057,17056,12/1/2007,20:16:00,2.328,0.288,239.25,9.8,0,0,17,Week2,Day5
17058,17057,12/1/2007,20:17:00,2.316,0.286,238.74,9.6,0,0,18,Week2,Day5
17059,17058,12/1/2007,20:18:00,2.314,0.284,238.64,9.6,0,0,17,Week2,Day5
17060,17059,12/1/2007,20:19:00,2.304,0.282,238.2,9.6,0,0,18,Week2,Day5
17061,17060,12/1/2007,20:20:00,2.296,0.28,237.75,9.6,0,0,17,Week2,Day5
17062,17061,12/1/2007,20:21:00,2.298,0.28,237.92,9.6,0,0,17,Week2,Day5
17063,17062,12/1/2007,20:22:00,2.274,0.258,236.78,9.6,0,0,18,Week2,Day5
17064,17063,12/1/2007,20:23:00,2.19,0.146,236.49,9.2,0,0,17,Week2,Day5
17065,17064,12/1/2007,20:24:00,2.22,0.152,238.07,9.2,0,0,17,Week2,Day5
17066,17065,12/1/2007,20:25:00,2.216,0.15,237.99,9.2,0,0,17,Week2,Day5
17067,17066,12/1/2007,20:26:00,2.228,0.154,238.75,9.2,0,0,18,Week2,Day5
17068,17067,12/1/2007,20:27:00,2.23,0.156,239.04,9.2,0,0,17,Week2,Day5
17069,17068,12/1/2007,20:28:00,2.232,0.154,239.13,9.2,0,0,18,Week2,Day5
17070,17069,12/1/2007,20:29:00,2.236,0.154,239.4,9.2,0,0,17,Week2,Day5
17071,17070,12/1/2007,20:30:00,2.302,0.152,239.19,9.6,0,0,18,Week2,Day5
17072,17071,12/1/2007,20:31:00,2.366,0.152,238.94,9.8,0,0,17,Week2,Day5
17073,17072,12/1/2007,20:32:00,2.228,0.154,239.05,9.2,0,0,18,Week2,Day5
17074,17073,12/1/2007,20:33:00,2.204,0.15,237.99,9.2,0,0,17,Week2,Day5
17075,17074,12/1/2007,20:34:00,2.212,0.148,237.89,9.2,0,0,18,Week2,Day5
17076,17075,12/1/2007,20:35:00,2.23,0.15,238.39,9.2,0,0,17,Week2,Day5
17077,17076,12/1/2007,20:36:00,2.236,0.152,239.06,9.2,0,0,18,Week2,Day5
17078,17077,12/1/2007,20:37:00,2.244,0.154,239.37,9.4,0,0,17,Week2,Day5
17079,17078,12/1/2007,20:38:00,2.25,0.156,239.7,9.4,0,0,18,Week2,Day5
17080,17079,12/1/2007,20:39:00,2.246,0.158,239.89,9.4,0,0,17,Week2,Day5
17081,17080,12/1/2007,20:40:00,2.246,0.156,239.82,9.4,0,0,18,Week2,Day5
17082,17081,12/1/2007,20:41:00,2.238,0.154,239.4,9.2,0,0,17,Week2,Day5
17083,17082,12/1/2007,20:42:00,2.226,0.15,238.48,9.2,0,0,18,Week2,Day5
17084,17083,12/1/2007,20:43:00,2.216,0.15,238.19,9.2,0,0,17,Week2,Day5
17085,17084,12/1/2007,20:44:00,2.22,0.148,238.08,9.2,0,0,18,Week2,Day5
17086,17085,12/1/2007,20:45:00,2.214,0.148,238.03,9.2,0,0,17,Week2,Day5
17087,17086,12/1/2007,20:46:00,2.216,0.15,238.65,9.2,0,0,17,Week2,Day5
17088,17087,12/1/2007,20:47:00,2.218,0.15,238.4,9.2,0,0,18,Week2,Day5
17089,17088,12/1/2007,20:48:00,2.288,0.226,238.38,9.6,0,0,17,Week2,Day5
17090,17089,12/1/2007,20:49:00,2.32,0.28,238.46,9.8,0,0,18,Week2,Day5
17091,17090,12/1/2007,20:50:00,2.334,0.282,239.03,9.8,0,0,17,Week2,Day5
17092,17091,12/1/2007,20:51:00,2.334,0.284,239.35,9.8,0,0,18,Week2,Day5
17093,17092,12/1/2007,20:52:00,2.336,0.284,239.25,9.8,0,0,17,Week2,Day5
17094,17093,12/1/2007,20:53:00,2.42,0.384,239.63,10.2,0,0,18,Week2,Day5
17095,17094,12/1/2007,20:54:00,2.448,0.428,239.17,10.4,0,1,17,Week2,Day5
17096,17095,12/1/2007,20:55:00,2.476,0.504,238.78,10.6,0,2,18,Week2,Day5
17097,17096,12/1/2007,20:56:00,2.484,0.506,239.13,10.6,0,1,17,Week2,Day5
17098,17097,12/1/2007,20:57:00,2.49,0.51,239.61,10.6,0,2,18,Week2,Day5
17099,17098,12/1/2007,20:58:00,2.5,0.516,240.33,10.6,0,1,18,Week2,Day5
17100,17099,12/1/2007,20:59:00,2.504,0.518,240.59,10.6,0,1,17,Week2,Day5
17101,17100,12/1/2007,21:00:00,2.484,0.508,239.33,10.6,0,2,18,Week2,Day5
17102,17101,12/1/2007,21:01:00,2.45,0.5,238.08,10.4,0,1,17,Week2,Day5
17103,17102,12/1/2007,21:02:00,2.448,0.5,238.14,10.4,0,2,18,Week2,Day5
17104,17103,12/1/2007,21:03:00,2.456,0.504,238.76,10.4,0,1,17,Week2,Day5
17105,17104,12/1/2007,21:04:00,2.412,0.452,238.38,10.2,0,1,17,Week2,Day5
17106,17105,12/1/2007,21:05:00,2.326,0.328,238.29,9.8,0,2,18,Week2,Day5
17107,17106,12/1/2007,21:06:00,2.302,0.274,239.01,9.6,0,1,17,Week2,Day5
17108,17107,12/1/2007,21:07:00,2.318,0.276,239.69,9.6,0,1,18,Week2,Day5
17109,17108,12/1/2007,21:08:00,2.318,0.276,239.7,9.6,0,2,18,Week2,Day5
17110,17109,12/1/2007,21:09:00,1.77,0.282,240.17,7.8,0,1,9,Week2,Day5
17111,17110,12/1/2007,21:10:00,1.268,0.288,240.68,5.4,0,1,0,Week2,Day5
17112,17111,12/1/2007,21:11:00,1.27,0.29,241,5.4,0,2,0,Week2,Day5
17113,17112,12/1/2007,21:12:00,1.264,0.29,240.97,5.4,0,1,0,Week2,Day5
17114,17113,12/1/2007,21:13:00,1.258,0.286,240.16,5.2,0,1,0,Week2,Day5
17115,17114,12/1/2007,21:14:00,1.248,0.284,239.69,5.2,0,1,0,Week2,Day5
17116,17115,12/1/2007,21:15:00,1.252,0.288,240.48,5.2,0,2,0,Week2,Day5
17117,17116,12/1/2007,21:16:00,1.252,0.286,240.35,5.2,0,1,0,Week2,Day5
17118,17117,12/1/2007,21:17:00,1.324,0.284,240,5.6,0,1,0,Week2,Day5
17119,17118,12/1/2007,21:18:00,1.43,0.282,240.13,6,0,1,0,Week2,Day5
17120,17119,12/1/2007,21:19:00,1.346,0.284,240.07,5.6,0,2,0,Week2,Day5
17121,17120,12/1/2007,21:20:00,1.21,0.224,239.07,5,0,0,0,Week2,Day5
17122,17121,12/1/2007,21:21:00,1.266,0.174,238.19,5.2,0,0,0,Week2,Day5
17123,17122,12/1/2007,21:22:00,1.358,0.238,238.6,5.8,0,0,0,Week2,Day5
17124,17123,12/1/2007,21:23:00,1.492,0.152,238.05,6.2,0,0,0,Week2,Day5
17125,17124,12/1/2007,21:24:00,1.49,0.154,238.19,6.2,0,0,0,Week2,Day5
17126,17125,12/1/2007,21:25:00,1.506,0.158,239.53,6.2,0,0,0,Week2,Day5
17127,17126,12/1/2007,21:26:00,1.498,0.154,238.8,6.2,0,0,0,Week2,Day5
17128,17127,12/1/2007,21:27:00,1.496,0.156,239.28,6.2,0,0,0,Week2,Day5
17129,17128,12/1/2007,21:28:00,1.352,0.16,240.06,5.6,0,0,0,Week2,Day5
17130,17129,12/1/2007,21:29:00,1.214,0.186,240.68,5,0,0,0,Week2,Day5
17131,17130,12/1/2007,21:30:00,1.298,0.302,241.32,5.4,0,0,0,Week2,Day5
17132,17131,12/1/2007,21:31:00,1.294,0.3,241.3,5.4,0,0,0,Week2,Day5
17133,17132,12/1/2007,21:32:00,1.294,0.3,241.21,5.4,0,0,0,Week2,Day5
17134,17133,12/1/2007,21:33:00,1.286,0.296,240.36,5.4,0,0,0,Week2,Day5
17135,17134,12/1/2007,21:34:00,1.278,0.294,240.03,5.4,0,0,0,Week2,Day5
17136,17135,12/1/2007,21:35:00,1.512,0.292,239.97,6.4,0,0,0,Week2,Day5
17137,17136,12/1/2007,21:36:00,1.412,0.166,240.33,5.8,0,0,0,Week2,Day5
17138,17137,12/1/2007,21:37:00,1.37,0.14,240.23,5.6,0,0,0,Week2,Day5
17139,17138,12/1/2007,21:38:00,1.376,0.142,240.56,5.6,0,0,0,Week2,Day5
17140,17139,12/1/2007,21:39:00,1.376,0.142,240.59,5.8,0,0,0,Week2,Day5
17141,17140,12/1/2007,21:40:00,1.37,0.142,240.32,5.6,0,0,0,Week2,Day5
17142,17141,12/1/2007,21:41:00,1.414,0.18,240.07,6,0,0,0,Week2,Day5
17143,17142,12/1/2007,21:42:00,1.436,0.238,239.54,6,0,0,0,Week2,Day5
17144,17143,12/1/2007,21:43:00,1.442,0.244,240.22,6,0,0,0,Week2,Day5
17145,17144,12/1/2007,21:44:00,1.44,0.24,239.88,6,0,0,0,Week2,Day5
17146,17145,12/1/2007,21:45:00,1.438,0.238,239.34,6,0,0,0,Week2,Day5
17147,17146,12/1/2007,21:46:00,1.358,0.116,240.57,5.6,0,0,0,Week2,Day5
17148,17147,12/1/2007,21:47:00,1.346,0.11,239.93,5.6,0,0,0,Week2,Day5
17149,17148,12/1/2007,21:48:00,1.344,0.11,239.83,5.6,0,0,0,Week2,Day5
17150,17149,12/1/2007,21:49:00,1.346,0.112,240.26,5.6,0,0,0,Week2,Day5
17151,17150,12/1/2007,21:50:00,1.348,0.114,240.65,5.6,0,0,0,Week2,Day5
17152,17151,12/1/2007,21:51:00,1.356,0.116,241.41,5.6,0,0,0,Week2,Day5
17153,17152,12/1/2007,21:52:00,1.358,0.116,241.42,5.6,0,0,0,Week2,Day5
17154,17153,12/1/2007,21:53:00,1.358,0.116,241.54,5.6,0,0,0,Week2,Day5
17155,17154,12/1/2007,21:54:00,1.358,0.116,241.58,5.6,0,0,0,Week2,Day5
17156,17155,12/1/2007,21:55:00,1.3,0,242.45,5.4,0,0,0,Week2,Day5
17157,17156,12/1/2007,21:56:00,1.294,0,242.65,5.2,0,0,0,Week2,Day5
17158,17157,12/1/2007,21:57:00,1.296,0,242.1,5.4,0,0,0,Week2,Day5
17159,17158,12/1/2007,21:58:00,1.298,0,242.5,5.4,0,0,0,Week2,Day5
17160,17159,12/1/2007,21:59:00,1.29,0,241.58,5.4,0,0,0,Week2,Day5
17161,17160,12/1/2007,22:00:00,1.288,0,241.24,5.4,0,0,0,Week2,Day5
17162,17161,12/1/2007,22:01:00,1.288,0,241.46,5.2,0,0,0,Week2,Day5
17163,17162,12/1/2007,22:02:00,1.292,0,241.38,5.4,0,0,0,Week2,Day5
17164,17163,12/1/2007,22:03:00,1.288,0,240.9,5.4,0,0,0,Week2,Day5
17165,17164,12/1/2007,22:04:00,1.292,0,242.04,5.2,0,0,0,Week2,Day5
17166,17165,12/1/2007,22:05:00,1.306,0,242.83,5.4,0,0,0,Week2,Day5
17167,17166,12/1/2007,22:06:00,1.298,0,242.37,5.4,0,0,0,Week2,Day5
17168,17167,12/1/2007,22:07:00,1.306,0,243.07,5.4,0,0,0,Week2,Day5
17169,17168,12/1/2007,22:08:00,1.306,0,243.5,5.4,0,0,0,Week2,Day5
17170,17169,12/1/2007,22:09:00,1.31,0,243.99,5.4,0,0,0,Week2,Day5
17171,17170,12/1/2007,22:10:00,1.314,0,244.31,5.4,0,0,0,Week2,Day5
17172,17171,12/1/2007,22:11:00,1.4,0.116,243.68,5.8,0,0,0,Week2,Day5
17173,17172,12/1/2007,22:12:00,1.412,0.156,242.75,5.8,0,0,0,Week2,Day5
17174,17173,12/1/2007,22:13:00,1.404,0.154,242.34,5.8,0,0,0,Week2,Day5
17175,17174,12/1/2007,22:14:00,1.402,0.154,242.42,5.8,0,0,0,Week2,Day5
17176,17175,12/1/2007,22:15:00,1.39,0.148,241.21,5.8,0,0,0,Week2,Day5
17177,17176,12/1/2007,22:16:00,1.378,0.144,240.37,5.8,0,0,0,Week2,Day5
17178,17177,12/1/2007,22:17:00,1.372,0.138,239.52,5.8,0,0,0,Week2,Day5
17179,17178,12/1/2007,22:18:00,1.382,0.136,239.36,5.8,0,0,0,Week2,Day5
17180,17179,12/1/2007,22:19:00,1.376,0.14,239.82,5.8,0,0,0,Week2,Day5
17181,17180,12/1/2007,22:20:00,1.376,0.14,240,5.8,0,0,0,Week2,Day5
17182,17181,12/1/2007,22:21:00,1.376,0.142,240.17,5.8,0,0,0,Week2,Day5
17183,17182,12/1/2007,22:22:00,1.39,0.148,241.41,5.8,0,0,0,Week2,Day5
17184,17183,12/1/2007,22:23:00,1.402,0.156,242.77,5.8,0,0,0,Week2,Day5
17185,17184,12/1/2007,22:24:00,1.39,0.156,242.73,5.8,0,0,0,Week2,Day5
17186,17185,12/1/2007,22:25:00,1.39,0.154,242.53,5.8,0,0,0,Week2,Day5
17187,17186,12/1/2007,22:26:00,1.388,0.154,242.32,5.8,0,0,0,Week2,Day5
17188,17187,12/1/2007,22:27:00,1.344,0.098,241.58,5.6,0,0,0,Week2,Day5
17189,17188,12/1/2007,22:28:00,1.324,0,240.99,5.4,0,0,0,Week2,Day5
17190,17189,12/1/2007,22:29:00,1.464,0,241.14,6,0,0,0,Week2,Day5
17191,17190,12/1/2007,22:30:00,1.842,0,241.13,9.2,0,0,0,Week2,Day5
17192,17191,12/1/2007,22:31:00,4.06,0,238.5,17,0,0,0,Week2,Day5
17193,17192,12/1/2007,22:32:00,4.172,0.094,239.09,17.4,0,0,0,Week2,Day5
17194,17193,12/1/2007,22:33:00,4.042,0.094,239.39,17,0,0,0,Week2,Day5
17195,17194,12/1/2007,22:34:00,1.492,0.122,242.48,6.2,0,0,0,Week2,Day5
17196,17195,12/1/2007,22:35:00,1.44,0.124,242.67,6,0,0,0,Week2,Day5
17197,17196,12/1/2007,22:36:00,1.376,0.124,243.01,5.6,0,0,0,Week2,Day5
17198,17197,12/1/2007,22:37:00,1.378,0.126,243.28,5.6,0,0,0,Week2,Day5
17199,17198,12/1/2007,22:38:00,1.446,0.122,242.82,6,0,0,0,Week2,Day5
17200,17199,12/1/2007,22:39:00,1.78,0.116,242.52,7.2,0,0,0,Week2,Day5
17201,17200,12/1/2007,22:40:00,1.738,0.114,242.2,7.2,0,0,0,Week2,Day5
17202,17201,12/1/2007,22:41:00,1.73,0.116,242.48,7,0,0,0,Week2,Day5
17203,17202,12/1/2007,22:42:00,1.728,0.116,242.51,7,0,0,0,Week2,Day5
17204,17203,12/1/2007,22:43:00,1.984,0.11,242.1,8.2,0,0,0,Week2,Day5
17205,17204,12/1/2007,22:44:00,2.086,0.106,241.39,8.6,0,0,0,Week2,Day5
17206,17205,12/1/2007,22:45:00,1.668,0.112,241.31,7,0,0,0,Week2,Day5
17207,17206,12/1/2007,22:46:00,1.09,0.12,241.51,4.4,0,0,0,Week2,Day5
17208,17207,12/1/2007,22:47:00,1.096,0.124,242.19,4.4,0,0,0,Week2,Day5
17209,17208,12/1/2007,22:48:00,1.09,0.118,241.73,4.4,0,0,0,Week2,Day5
17210,17209,12/1/2007,22:49:00,1.022,0,241.25,4.2,0,0,0,Week2,Day5
17211,17210,12/1/2007,22:50:00,1.028,0,242.19,4.2,0,0,0,Week2,Day5
17212,17211,12/1/2007,22:51:00,0.744,0.072,243.16,3.2,0,0,0,Week2,Day5
17213,17212,12/1/2007,22:52:00,0.818,0.09,242.4,3.4,0,0,0,Week2,Day5
17214,17213,12/1/2007,22:53:00,0.93,0.216,242.16,4,0,0,0,Week2,Day5
17215,17214,12/1/2007,22:54:00,1.086,0.22,241.89,4.6,0,0,0,Week2,Day5
17216,17215,12/1/2007,22:55:00,1.102,0.224,242.3,4.6,0,0,0,Week2,Day5
17217,17216,12/1/2007,22:56:00,1.038,0.228,242.56,4.4,0,0,0,Week2,Day5
17218,17217,12/1/2007,22:57:00,1.126,0.226,242.6,4.6,0,0,0,Week2,Day5
17219,17218,12/1/2007,22:58:00,1.146,0.228,242.9,4.8,0,0,0,Week2,Day5
17220,17219,12/1/2007,22:59:00,1.1,0.222,242.15,4.6,0,0,0,Week2,Day5
17221,17220,12/1/2007,23:00:00,0.618,0.158,242.31,2.6,0,0,0,Week2,Day5
17222,17221,12/1/2007,23:01:00,0.882,0.152,242.13,3.6,0,0,0,Week2,Day5
17223,17222,12/1/2007,23:02:00,1.038,0.148,241.83,4.2,0,0,0,Week2,Day5
17224,17223,12/1/2007,23:03:00,0.962,0.148,241.83,4,0,0,0,Week2,Day5
17225,17224,12/1/2007,23:04:00,1.002,0.154,243.14,4.2,0,0,0,Week2,Day5
17226,17225,12/1/2007,23:05:00,1.146,0.156,244.01,4.6,0,0,0,Week2,Day5
17227,17226,12/1/2007,23:06:00,1.1,0.162,244.77,4.4,0,0,0,Week2,Day5
17228,17227,12/1/2007,23:07:00,0.994,0.162,244.38,4,0,0,0,Week2,Day5
17229,17228,12/1/2007,23:08:00,1.078,0.166,245.39,4.4,0,0,0,Week2,Day5
17230,17229,12/1/2007,23:09:00,0.93,0.092,244.65,3.8,0,0,0,Week2,Day5
17231,17230,12/1/2007,23:10:00,0.882,0,244.18,3.6,0,0,0,Week2,Day5
17232,17231,12/1/2007,23:11:00,0.978,0.15,243.85,4,0,1,0,Week2,Day5
17233,17232,12/1/2007,23:12:00,0.962,0.146,243.8,4,0,1,0,Week2,Day5
17234,17233,12/1/2007,23:13:00,0.964,0.15,244.43,4,0,2,0,Week2,Day5
17235,17234,12/1/2007,23:14:00,0.964,0.15,244.44,4,0,1,0,Week2,Day5
17236,17235,12/1/2007,23:15:00,0.916,0.142,244.21,3.8,0,1,0,Week2,Day5
17237,17236,12/1/2007,23:16:00,0.93,0.136,244.51,3.8,0,2,0,Week2,Day5
17238,17237,12/1/2007,23:17:00,0.92,0.128,242.91,3.8,0,1,0,Week2,Day5
17239,17238,12/1/2007,23:18:00,0.914,0.122,241.83,3.8,0,2,0,Week2,Day5
17240,17239,12/1/2007,23:19:00,0.914,0.116,241.4,3.8,0,1,0,Week2,Day5
17241,17240,12/1/2007,23:20:00,0.972,0.184,240.66,4,0,2,0,Week2,Day5
17242,17241,12/1/2007,23:21:00,0.978,0.224,241.24,4.2,0,1,0,Week2,Day5
17243,17242,12/1/2007,23:22:00,0.842,0.23,242.06,3.6,0,1,0,Week2,Day5
17244,17243,12/1/2007,23:23:00,0.774,0.232,242.42,3.2,0,2,0,Week2,Day5
17245,17244,12/1/2007,23:24:00,0.774,0.234,242.53,3.2,0,1,0,Week2,Day5
17246,17245,12/1/2007,23:25:00,0.772,0.234,242.6,3.2,0,1,0,Week2,Day5
17247,17246,12/1/2007,23:26:00,0.768,0.232,242.32,3.2,0,2,0,Week2,Day5
17248,17247,12/1/2007,23:27:00,0.762,0.228,241.7,3.2,0,1,0,Week2,Day5
17249,17248,12/1/2007,23:28:00,0.762,0.228,241.97,3.2,0,1,0,Week2,Day5
17250,17249,12/1/2007,23:29:00,0.768,0.226,241.4,3.2,0,2,0,Week2,Day5
17251,17250,12/1/2007,23:30:00,1.762,0.212,240.25,7.4,0,1,0,Week2,Day5
17252,17251,12/1/2007,23:31:00,1.832,0.212,240.04,7.8,0,1,0,Week2,Day5
17253,17252,12/1/2007,23:32:00,0.736,0.186,241.58,3.2,0,1,0,Week2,Day5
17254,17253,12/1/2007,23:33:00,0.688,0.122,241.71,2.8,0,2,0,Week2,Day5
17255,17254,12/1/2007,23:34:00,0.686,0.12,241.22,2.8,0,1,0,Week2,Day5
17256,17255,12/1/2007,23:35:00,0.752,0.19,241.77,3.2,0,1,0,Week2,Day5
17257,17256,12/1/2007,23:36:00,0.798,0.262,242.32,3.4,0,1,0,Week2,Day5
17258,17257,12/1/2007,23:37:00,0.796,0.262,242.38,3.4,0,2,0,Week2,Day5
17259,17258,12/1/2007,23:38:00,0.752,0.192,242.74,3.2,0,0,0,Week2,Day5
17260,17259,12/1/2007,23:39:00,0.72,0.14,242.32,3,0,0,0,Week2,Day5
17261,17260,12/1/2007,23:40:00,0.72,0.14,242.46,3,0,0,0,Week2,Day5
17262,17261,12/1/2007,23:41:00,0.726,0.15,244.13,3,0,0,0,Week2,Day5
